,id,link,title,month,year,tag,lang,shit,dirty,cleared_title,equals_persian_links,equals_persian_links_counts
831,831,https://www.bbc.com/tajik/news/2014/10/141014_l16_kobane_hill_khurds_isis,141014_l16_kobane_hill_khurds_isis,10,2014,news,tajik,l16,l16,kobane_hill_khurds_isis,['https://www.bbc.com/persian/world/2014/10/141014_l26_kobane_hill_khurds_isis'],1
834,834,https://www.bbc.com/tajik/news/2014/10/141014_rm_turkey_pkk_air_strike,141014_rm_turkey_pkk_air_strike,10,2014,news,tajik,rm,rm,turkey_pkk_air_strike,['https://www.bbc.com/persian/world/2014/10/141014_l26_turkey_pkk_air_strike'],1
838,838,https://www.bbc.com/tajik/news/2014/10/141014_rm_iran_saudi_reax,141014_rm_iran_saudi_reax,10,2014,news,tajik,rm,rm,iran_saudi_reax,['https://www.bbc.com/persian/iran/2014/10/141014_l03_iran_saudi_reax'],1
839,839,https://www.bbc.com/tajik/news/2014/10/141014_if_football_tajik,141014_if_football_tajik,10,2014,news,tajik,if,if,football_tajik,['https://www.bbc.com/persian/afghanistan/2014/05/140504_zs_afghan_football_tajikistan'],1
848,848,https://www.bbc.com/tajik/news/2014/10/141013_rm_turkey_us_coop_isis,141013_rm_turkey_us_coop_isis,10,2014,news,tajik,rm,rm,turkey_us_coop_isis,['https://www.bbc.com/persian/world/2014/10/141013_l51_turkey_us_coop_isis'],1
849,849,https://www.bbc.com/tajik/news/2014/10/141013_rm_japan_typhoon,141013_rm_japan_typhoon,10,2014,news,tajik,rm,rm,japan_typhoon,"['https://www.bbc.com/persian/world/2014/10/141012_u04_japan_typhoon', 'https://www.bbc.com/persian/world/2013/10/131016_an_japan_typhoon#TWEET924087']",2
851,851,https://www.bbc.com/tajik/news/2014/10/141012_l16-india-cyclone,141012_l16-india-cyclone,10,2014,news,tajik,l16-india-cyclone,l16-india-cyclone,-india-cyclone,['https://www.bbc.com/persian/world/2014/10/141012_em-india-cyclone'],1
852,852,https://www.bbc.com/tajik/news/2014/10/141012_l16-dallas-healthcare-virus,141012_l16-dallas-healthcare-virus,10,2014,news,tajik,l16-dallas-healthcare-virus,l16-dallas-healthcare-virus,-dallas-healthcare-virus,['https://www.bbc.com/persian/world/2014/10/141012_em-dallas-healthcare-virus'],1
855,855,https://www.bbc.com/tajik/news/2014/10/141012_l16_police_plane_crash_zahedan_iran,141012_l16_police_plane_crash_zahedan_iran,10,2014,news,tajik,l16,l16,police_plane_crash_zahedan_iran,['https://www.bbc.com/persian/iran/2014/10/141012_l26_police_plane_crash_zahedan_iran'],1
856,856,https://www.bbc.com/tajik/news/2014/10/141012_l16-gaza-cairo-rebuilding,141012_l16-gaza-cairo-rebuilding,10,2014,news,tajik,l16-gaza-cairo-rebuilding,l16-gaza-cairo-rebuilding,-gaza-cairo-rebuilding,['https://www.bbc.com/persian/world/2014/10/141012_em-gaza-cairo-rebuilding'],1
857,857,https://www.bbc.com/tajik/news/2014/10/141012_l16-russia-ukraine-putin,141012_l16-russia-ukraine-putin,10,2014,news,tajik,l16-russia-ukraine-putin,l16-russia-ukraine-putin,-russia-ukraine-putin,['https://www.bbc.com/persian/world/2014/10/141012_em-russia-ukraine-putin'],1
859,859,https://www.bbc.com/tajik/news/2014/10/141011_ea_un_global_ebola_deaths,141011_ea_un_global_ebola_deaths,10,2014,news,tajik,ea,ea,un_global_ebola_deaths,['https://www.bbc.com/persian/world/2014/10/141010_mgh_un_global_ebola_deaths'],1
861,861,https://www.bbc.com/tajik/news/2014/10/141010_rm_messi_record_breaking,141010_rm_messi_record_breaking,10,2014,news,tajik,rm,rm,messi_record_breaking,['https://www.bbc.com/persian/sport/2014/10/141010_l43_messi_record_breaking'],1
866,866,https://www.bbc.com/tajik/news/2014/10/141010_rm_who-ebola,141010_rm_who-ebola,10,2014,news,tajik,rm,rm,who-ebola,"['https://www.bbc.com/persian/world/2014/10/141010_u01-who-ebola', 'https://www.bbc.com/persian/world/2014/08/140808_em-who-ebola']",2
867,867,https://www.bbc.com/tajik/news/2014/10/141009_l16_iran_pickles_germany_heroin,141009_l16_iran_pickles_germany_heroin,10,2014,news,tajik,l16,l16,iran_pickles_germany_heroin,['https://www.bbc.com/persian/iran/2014/10/141009_l45_iran_pickles_germany_heroin'],1
868,868,https://www.bbc.com/tajik/news/2014/10/141009_l16-ebola-usa,141009_l16-ebola-usa,10,2014,news,tajik,l16-ebola-usa,l16-ebola-usa,-ebola-usa,['https://www.bbc.com/persian/world/2014/10/141009_em-ebola-usa'],1
869,869,https://www.bbc.com/tajik/news/2014/10/141009_l16_literature_nobel_prize,141009_l16_literature_nobel_prize,10,2014,news,tajik,l16,l16,literature_nobel_prize,"['https://www.bbc.com/persian/arts/2014/10/141009_l45_literature_nobel_prize', 'https://www.bbc.com/persian/arts/2012/10/121011_l06_literature_nobel_prize_mo_yun#TWEET264754']",2
871,871,https://www.bbc.com/tajik/news/2014/10/141009_rm_yemen_sanaa_suicide_bomber,141009_rm_yemen_sanaa_suicide_bomber,10,2014,news,tajik,rm,rm,yemen_sanaa_suicide_bomber,['https://www.bbc.com/persian/world/2014/10/141009_nm_yemen_sanaa_suicide_bomber'],1
872,872,https://www.bbc.com/tajik/news/2014/10/141009_if_court_grupp24,141009_if_court_grupp24,10,2014,news,tajik,if,if,court_grupp24,['https://www.bbc.com/persian/world/2014/10/141009_rm_if_court_grupp24_quvvatov'],1
875,875,https://www.bbc.com/tajik/news/2014/10/141009_rm_kobane_latest,141009_rm_kobane_latest,10,2014,news,tajik,rm,rm,kobane_latest,['https://www.bbc.com/persian/world/2014/10/141008_u04_kobane_latest'],1
876,876,https://www.bbc.com/tajik/news/2014/10/141008_l16_kabul_gang_rape_execution,141008_l16_kabul_gang_rape_execution,10,2014,news,tajik,l16,l16,kabul_gang_rape_execution,['https://www.bbc.com/persian/afghanistan/2014/10/141008_k03_kabul_gang_rape_execution'],1
877,877,https://www.bbc.com/tajik/news/2014/10/141008_rm_kobane_turkey_kurds_unrest,141008_rm_kobane_turkey_kurds_unrest,10,2014,news,tajik,rm,rm,kobane_turkey_kurds_unrest,['https://www.bbc.com/persian/world/2014/10/141008_l10_kobane_turkey_kurds_unrest'],1
881,881,https://www.bbc.com/tajik/news/2014/10/141008_rm_spain_ebola,141008_rm_spain_ebola,10,2014,news,tajik,rm,rm,spain_ebola,"['https://www.bbc.com/persian/world/2014/10/141007_u04_spain_ebola', 'https://www.bbc.com/persian/world/2014/08/140812_an_spain_ebola']",2
886,886,https://www.bbc.com/tajik/news/2014/10/141007_if_group_24_extreamism,141007_if_group_24_extreamism,10,2014,news,tajik,if,if,extreamism,['https://www.bbc.com/persian/world/2014/10/141007_rm_if_group_24_extreamism'],1
889,889,https://www.bbc.com/tajik/news/2014/10/141007_rm_kobane_isis_syria_kurds,141007_rm_kobane_isis_syria_kurds,10,2014,news,tajik,rm,rm,kobane_isis_syria_kurds,['https://www.bbc.com/persian/world/2014/10/141006_l26_kobane_isis_syria_kurds'],1
890,890,https://www.bbc.com/tajik/news/2014/10/141006_l16_kobane_isis_syria_kurds,141006_l16_kobane_isis_syria_kurds,10,2014,news,tajik,l16,l16,kobane_isis_syria_kurds,['https://www.bbc.com/persian/world/2014/10/141006_l26_kobane_isis_syria_kurds'],1
891,891,https://www.bbc.com/tajik/news/2014/10/141006_l16_isis_turkey_prisoner_swap,141006_l16_isis_turkey_prisoner_swap,10,2014,news,tajik,l16,l16,isis_turkey_prisoner_swap,['https://www.bbc.com/persian/world/2014/10/141006_l30_isis_turkey_prisoner_swap'],1
897,897,https://www.bbc.com/tajik/news/2014/10/141005_l16_uk_treasury_iran_sanctions_zanjani_sharif,141005_l16_uk_treasury_iran_sanctions_zanjani_sharif,10,2014,news,tajik,l16,l16,uk_treasury_iran_sanctions_zanjani_sharif,['https://www.bbc.com/persian/iran/2014/10/141005_l26_uk_treasury_iran_sanctions_zanjani_sharif'],1
898,898,https://www.bbc.com/tajik/news/2014/10/141005_l16_vatican_pope_synod_catholic_church,141005_l16_vatican_pope_synod_catholic_church,10,2014,news,tajik,l16,l16,vatican_pope_synod_catholic_church,['https://www.bbc.com/persian/world/2014/10/141005_l26_vatican_pope_synod_catholic_church'],1
899,899,https://www.bbc.com/tajik/news/2014/10/141005_l16_brazil_election_presidential,141005_l16_brazil_election_presidential,10,2014,news,tajik,l16,l16,brazil_election_presidential,['https://www.bbc.com/persian/world/2014/10/141005_l31_brazil_election_presidential'],1
900,900,https://www.bbc.com/tajik/news/2014/10/141005_16_british_hostage_freed_libya_david_bolam,141005_16_british_hostage_freed_libya_david_bolam,10,2014,news,tajik,16,16,british_hostage_freed_libya_david_bolam,['https://www.bbc.com/persian/world/2014/10/141004_u07_british_hostage_freed_libya_david_bolam'],1
901,901,https://www.bbc.com/tajik/news/2014/10/141005_l16_taliban-pakistan-isis,141005_l16_taliban-pakistan-isis,10,2014,news,tajik,l16,l16,taliban-pakistan-isis,['https://www.bbc.com/persian/world/2014/10/141005_em-taliban-pakistan-isis'],1
904,904,https://www.bbc.com/tajik/news/2014/10/141004_ea_hong-kong_arrests,141004_ea_hong-kong_arrests,10,2014,news,tajik,ea,ea,hong-kong_arrests,['https://www.bbc.com/persian/world/2014/10/141004_l20_hong-kong_arrests'],1
905,905,https://www.bbc.com/tajik/news/2014/10/141003_rm_jpmorgan_hackers,141003_rm_jpmorgan_hackers,10,2014,news,tajik,rm,rm,jpmorgan_hackers,['https://www.bbc.com/persian/business/2014/10/141002_u02_jpmorgan_hackers'],1
906,906,https://www.bbc.com/tajik/news/2014/10/141003_sq_tajik_uzbek,141003_sq_tajik_uzbek,10,2014,news,tajik,sq,sq,tajik_uzbek,['https://www.bbc.com/persian/world/2014/09/140901_rm_mm_tajik_uzbek_relation'],1
909,909,https://www.bbc.com/tajik/news/2014/10/141003_nbc_cameraman_ebola,141003_nbc_cameraman_ebola,10,2014,news,tajik,nbc,nbc,nbc_cameraman_ebola,['https://www.bbc.com/persian/world/2014/10/141002_u02_nbc_cameraman_ebola'],1
910,910,https://www.bbc.com/tajik/news/2014/10/141003_rm_zarif_turkey,141003_rm_zarif_turkey,10,2014,news,tajik,rm,rm,zarif_turkey,"['https://www.bbc.com/persian/world/2014/10/141002_u02_zarif_turkey', 'https://www.bbc.com/persian/iran/2013/11/131101_u02_zarif_turkey_syria#TWEET942560']",2
912,912,https://www.bbc.com/tajik/news/2014/10/141002_rm_is_afghanistan_campbell,141002_rm_is_afghanistan_campbell,10,2014,news,tajik,rm,rm,is_afghanistan_campbell,['https://www.bbc.com/persian/afghanistan/2014/10/141002_l03_is_afghanistan_campbell'],1
914,914,https://www.bbc.com/tajik/news/2014/10/141002_mm_uim_supports_islamic_state,141002_mm_uim_supports_islamic_state,10,2014,news,tajik,mm,mm,uim_supports_islamic_state,['https://www.bbc.com/persian/world/2014/10/141002_rm_mm_is_uim_supports_islamic_state'],1
915,915,https://www.bbc.com/tajik/news/2014/10/141001_l16_iraq_opposes_arab_strikes,141001_l16_iraq_opposes_arab_strikes,10,2014,news,tajik,l16,l16,iraq_opposes_arab_strikes,['https://www.bbc.com/persian/world/2014/10/141001_mgh_iraq_opposes_arab_strikes'],1
916,916,https://www.bbc.com/tajik/news/2014/10/141001_l16_turkey_syria_iraq,141001_l16_turkey_syria_iraq,10,2014,news,tajik,l16,l16,turkey_syria_iraq,['https://www.bbc.com/persian/world/2014/10/141001_l03_turkey_syria_iraq'],1
917,917,https://www.bbc.com/tajik/news/2014/10/141001_l16_hongkong_national_day_protest,141001_l16_hongkong_national_day_protest,10,2014,news,tajik,l16,l16,hongkong_national_day_protest,['https://www.bbc.com/persian/world/2014/10/141001_mgh_hongkong_national_day_protest'],1
923,923,https://www.bbc.com/tajik/news/2014/09/140930_l16_white_house_intruder_obama,140930_l16_white_house_intruder_obama,09,2014,news,tajik,l16,l16,white_house_intruder_obama,['https://www.bbc.com/persian/world/2014/09/140930_an_white_house_intruder_obama'],1
925,925,https://www.bbc.com/tajik/news/2014/09/140930_l16_bsa_singed_between_nato_usa,140930_l16_bsa_singed_between_nato_usa,09,2014,news,tajik,l16,l16,bsa_singed_between_nato_usa,['https://www.bbc.com/persian/afghanistan/2014/09/140930_k05_bsa_singed_between_nato_usa'],1
930,930,https://www.bbc.com/tajik/news/2014/09/140929_l16_kashgar_verdict,140929_l16_kashgar_verdict,09,2014,news,tajik,l16,l16,kashgar_verdict,['https://www.bbc.com/persian/world/2014/09/140929_at_kashgar_verdict'],1
931,931,https://www.bbc.com/tajik/news/2014/09/140929_l16_lenin_statue,140929_l16_lenin_statue,09,2014,news,tajik,l16,l16,lenin_statue,['https://www.bbc.com/persian/world/2014/09/140929_at_lenin_statue'],1
933,933,https://www.bbc.com/tajik/news/2014/09/140929_l16_china_hongkong_protests,140929_l16_china_hongkong_protests,09,2014,news,tajik,l16,l16,china_hongkong_protests,"['https://www.bbc.com/persian/world/2014/12/141221_l31_an_china_hongkong_protests', 'https://www.bbc.com/persian/world/2014/09/140929_l31_china_hongkong_protests']",2
934,934,https://www.bbc.com/tajik/news/2014/09/140929_rm_rln_paktia_suicide_attack,140929_rm_rln_paktia_suicide_attack,09,2014,news,tajik,rm,rm,paktia_suicide_attack,['https://www.bbc.com/persian/afghanistan/2014/09/140929_k05_paktia_suicide_attack'],1
936,936,https://www.bbc.com/tajik/news/2014/09/140929_rm_afg2014_ahmadzai_inauguration_ceremony,140929_rm_afg2014_ahmadzai_inauguration_ceremony,09,2014,news,tajik,rm,rm,ahmadzai_inauguration_ceremony,"['https://www.bbc.com/persian/afghanistan/2014/09/140921_k04_afg2014_ahmadzai_inauguration_ceremony', 'https://www.bbc.com/persian/afghanistan/2014/09/140927_k05_af2014_ahmadzai_inauguration_ceremony']",2
937,937,https://www.bbc.com/tajik/news/2014/09/140929_mm_zuhurov_visit_kabul,140929_mm_zuhurov_visit_kabul,09,2014,news,tajik,mm,mm,zuhurov_visit_kabul,['https://www.bbc.com/persian/world/2014/09/140929_rm_mm_afg2014_zuhurov_visit_kabul'],1
939,939,https://www.bbc.com/tajik/news/2014/09/140928_l16_japan-volcano,140928_l16_japan-volcano,09,2014,news,tajik,l16,l16,japan-volcano,['https://www.bbc.com/persian/world/2014/09/140928_em-japan-volcano'],1
941,941,https://www.bbc.com/tajik/news/2014/09/140927_ea_iran_7th_nuclear_talks_nyc_end,140927_ea_iran_7th_nuclear_talks_nyc_end,09,2014,news,tajik,ea,ea,iran_7th_nuclear_talks_nyc_end,['https://www.bbc.com/persian/iran/2014/09/140927_l12_iran_7th_nuclear_talks_nyc_end'],1
946,946,https://www.bbc.com/tajik/news/2014/09/140926_rm_ghazni_ajrestan_destrict,140926_rm_ghazni_ajrestan_destrict,09,2014,news,tajik,rm,rm,ghazni_ajrestan_destrict,['https://www.bbc.com/persian/afghanistan/2014/09/140926_ghazni_ajrestan_destrict'],1
948,948,https://www.bbc.com/tajik/news/2014/09/140926_rm_isis_killer,140926_rm_isis_killer,09,2014,news,tajik,rm,rm,isis_killer,['https://www.bbc.com/persian/world/2014/11/141117_l31_isis_killers_kassig'],1
949,949,https://www.bbc.com/tajik/news/2014/09/140925_l16_isis_syria_iraq_france,140925_l16_isis_syria_iraq_france,09,2014,news,tajik,l16,l16,isis_syria_iraq_france,['https://www.bbc.com/persian/world/2014/09/140925_l03_isis_syria_iraq_france'],1
950,950,https://www.bbc.com/tajik/news/2014/09/140925_rm_planet_water,140925_rm_planet_water,09,2014,news,tajik,rm,rm,planet_water,['https://www.bbc.com/persian/science/2014/09/140923_u04_planet_water'],1
951,951,https://www.bbc.com/tajik/news/2014/09/140925_rm_first_speach_abdullah_after_election,140925_rm_first_speach_abdullah_after_election,09,2014,news,tajik,rm,rm,first_speach_abdullah_after_election,['https://www.bbc.com/persian/afghanistan/2014/09/140925_k04_first_speach_abdullah_after_election'],1
952,952,https://www.bbc.com/tajik/news/2014/09/140925_rm_obama_un_security_council,140925_rm_obama_un_security_council,09,2014,news,tajik,rm,rm,obama_un_security_council,['https://www.bbc.com/persian/world/2014/09/140924_l45_obama_un_security_council'],1
954,954,https://www.bbc.com/tajik/news/2014/09/140924_l16_amiraslani_executed,140924_l16_amiraslani_executed,09,2014,news,tajik,l16,l16,amiraslani_executed,['https://www.bbc.com/persian/iran/2014/09/140924_l39_amiraslani_executed'],1
955,955,https://www.bbc.com/tajik/news/2014/09/140924_l16_afghan_mod_minister_speach,140924_l16_afghan_mod_minister_speach,09,2014,news,tajik,l16,l16,afghan_mod_minister_speach,"['https://www.bbc.com/persian/afghanistan/2014/09/140924_k05_afghan_mod_minister_speach', 'https://www.bbc.com/persian/afghanistan/2014/09/140924_k05_afghan_mod_minister_speach']",2
956,956,https://www.bbc.com/tajik/news/2014/09/140924_l16_is_attack_syria_iraq,140924_l16_is_attack_syria_iraq,09,2014,news,tajik,l16,l16,is_attack_syria_iraq,['https://www.bbc.com/persian/world/2014/09/140924_l03_is_attack_syria_iraq'],1
957,957,https://www.bbc.com/tajik/news/2014/09/140924_l16_mangalyaan_mars,140924_l16_mangalyaan_mars,09,2014,news,tajik,l16,l16,mangalyaan_mars,['https://www.bbc.com/persian/science/2014/09/140924_u08_mangalyaan_mars'],1
958,958,https://www.bbc.com/tajik/news/2014/09/140924_rm_rouhani_unga_meetings,140924_rm_rouhani_unga_meetings,09,2014,news,tajik,rm,rm,rouhani_unga_meetings,['https://www.bbc.com/persian/iran/2014/09/140924_l03_rouhani_unga_meetings'],1
959,959,https://www.bbc.com/tajik/news/2014/09/140924_if_islam_salafiya_court,140924_if_islam_salafiya_court,09,2014,news,tajik,if,if,islam_salafiya_court,['https://www.bbc.com/persian/world/2014/09/140924_rm_if_islam_salafiya_court'],1
963,963,https://www.bbc.com/tajik/news/2014/09/140923_l16_tohti_verdict,140923_l16_tohti_verdict,09,2014,news,tajik,l16,l16,tohti_verdict,['https://www.bbc.com/persian/world/2014/09/140923_at_tohti_verdict'],1
964,964,https://www.bbc.com/tajik/news/2014/09/140923_l16_israel_syria_plane,140923_l16_israel_syria_plane,09,2014,news,tajik,l16,l16,israel_syria_plane,"['https://www.bbc.com/persian/world/2014/09/140923_l20_israel_syria_plane', 'https://www.bbc.com/persian/world/2014/09/140923_l20_israel_syria_plane']",2
966,966,https://www.bbc.com/tajik/news/2014/09/140923_rm_karzai_goodbye_ceremony,140923_rm_karzai_goodbye_ceremony,09,2014,news,tajik,rm,rm,karzai_goodbye_ceremony,"['https://www.bbc.com/persian/afghanistan/2014/09/140923_k03_karzai_goodbye_ceremony', 'https://www.bbc.com/persian/afghanistan/2014/09/140923_k03_karzai_goodbye_ceremony']",2
968,968,https://www.bbc.com/tajik/news/2014/09/140923_rouhani_cameron_face-to-face_talk,140923_rouhani_cameron_face-to-face_talk,09,2014,news,tajik,rouhani,rouhani,rouhani_cameron_face-to-face_talk,['https://www.bbc.com/persian/iran/2014/09/140922_u07_rouhani_cameron_face-to-face_talk'],1
971,971,https://www.bbc.com/tajik/news/2014/09/140922_l16_zs_ashraf_ghani_ahmadzai,140922_l16_zs_ashraf_ghani_ahmadzai,09,2014,news,tajik,l16,l16,zs_ashraf_ghani_ahmadzai,['https://www.bbc.com/persian/afghanistan/2014/09/140922_zs_ashraf_ghani_ahmadzai'],1
972,972,https://www.bbc.com/tajik/news/2014/09/140922_l16_isis_speech_us_coalition,140922_l16_isis_speech_us_coalition,09,2014,news,tajik,l16,l16,isis_speech_us_coalition,['https://www.bbc.com/persian/world/2014/09/140922_l26_isis_speech_us_coalition'],1
973,973,https://www.bbc.com/tajik/news/2014/09/140922_l16_xinjiang_blast,140922_l16_xinjiang_blast,09,2014,news,tajik,l16,l16,xinjiang_blast,['https://www.bbc.com/persian/world/2014/09/140922_at_xinjiang_blast'],1
975,975,https://www.bbc.com/tajik/news/2014/09/140922_rm_turkey_kobani,140922_rm_turkey_kobani,09,2014,news,tajik,rm,rm,turkey_kobani,['https://www.bbc.com/persian/world/2014/09/140922_l57_turkey_kobani'],1
979,979,https://www.bbc.com/tajik/news/2014/09/140922_rm_iran_china_drill,140922_rm_iran_china_drill,09,2014,news,tajik,rm,rm,iran_china_drill,['https://www.bbc.com/persian/iran/2014/09/140922_l57_iran_china_drill'],1
981,981,https://www.bbc.com/tajik/news/2014/09/140922_rm_russians_ukraine,140922_rm_russians_ukraine,09,2014,news,tajik,rm,rm,russians_ukraine,['https://www.bbc.com/persian/world/2014/09/140921_u04_russians_ukraine'],1
984,984,https://www.bbc.com/tajik/news/2014/09/140921_l16_afghan_election_result_anounced,140921_l16_afghan_election_result_anounced,09,2014,news,tajik,l16,l16,afghan_election_result_anounced,"['https://www.bbc.com/persian/afghanistan/2014/09/140921_k02_af2014_afghan_election_result_anounced', 'https://www.bbc.com/persian/afghanistan/2014/09/140921_k02_af2014_afghan_election_result_anounced']",2
986,986,https://www.bbc.com/tajik/news/2014/09/140921_l16_egypt_bomb_blast,140921_l16_egypt_bomb_blast,09,2014,news,tajik,l16,l16,egypt_bomb_blast,['https://www.bbc.com/persian/world/2014/09/140921_l31_egypt_bomb_blast'],1
990,990,https://www.bbc.com/tajik/news/2014/09/140920_ea_afghanistan_elec_agreement,140920_ea_afghanistan_elec_agreement,09,2014,news,tajik,ea,ea,afghanistan_elec_agreement,"['https://www.bbc.com/persian/afghanistan/2014/09/140919_mgh_afghanistan_elec_agreement', 'https://www.bbc.com/persian/afghanistan/2014/09/140919_mgh_afghanistan_elec_agreement']",2
994,994,https://www.bbc.com/tajik/news/2014/09/140919_rm_af2014_un_special_envoy_fears_of_confilcts,140919_rm_af2014_un_special_envoy_fears_of_confilcts,09,2014,news,tajik,rm,rm,un_special_envoy_fears_of_confilcts,"['https://www.bbc.com/persian/afghanistan/2014/09/140919_k03_af2014_un_special_envoy_fears_of_confilcts', 'https://www.bbc.com/persian/afghanistan/2014/09/140919_k03_af2014_un_special_envoy_fears_of_confilcts']",2
995,995,https://www.bbc.com/tajik/news/2014/09/140919_rm_rln_florida_shooting_children,140919_rm_rln_florida_shooting_children,09,2014,news,tajik,rm,rm,florida_shooting_children,['https://www.bbc.com/persian/world/2014/09/140918_u07_florida_shooting_children'],1
998,998,https://www.bbc.com/tajik/news/2014/09/140919_rm_scot_referandum_results,140919_rm_scot_referandum_results,09,2014,news,tajik,rm,rm,scot_referandum_results,['https://www.bbc.com/persian/world/2014/09/140918_l45_scot_referandum_results'],1
999,999,https://www.bbc.com/tajik/news/2014/09/140918_l16_isis_briton_hostage_video,140918_l16_isis_briton_hostage_video,09,2014,news,tajik,l16,l16,isis_briton_hostage_video,['https://www.bbc.com/persian/world/2014/09/140918_l45_isis_briton_hostage_video'],1
1002,1002,https://www.bbc.com/tajik/news/2014/09/140918_rm_australia_isis_arrest,140918_rm_australia_isis_arrest,09,2014,news,tajik,rm,rm,australia_isis_arrest,['https://www.bbc.com/persian/world/2014/09/140918_l20_australia_isis_arrest'],1
1008,1008,https://www.bbc.com/tajik/news/2014/09/140918_rm_nyc_ashton_zarif_nuclear_talks_iran,140918_rm_nyc_ashton_zarif_nuclear_talks_iran,09,2014,news,tajik,rm,rm,nyc_ashton_zarif_nuclear_talks_iran,['https://www.bbc.com/persian/iran/2014/09/140917_l12_nyc_ashton_zarif_nuclear_talks_iran'],1
1009,1009,https://www.bbc.com/tajik/news/2014/09/140917_l16_ukraine_pm,140917_l16_ukraine_pm,09,2014,news,tajik,l16,l16,ukraine_pm,['https://www.bbc.com/persian/world/2014/09/140917_l03_ukraine_pm'],1
1010,1010,https://www.bbc.com/tajik/news/2014/09/140917_l16_scotland_final_campaigning_day,140917_l16_scotland_final_campaigning_day,09,2014,news,tajik,l16,l16,scotland_final_campaigning_day,['https://www.bbc.com/persian/world/2014/09/140917_mgh_scotland_final_campaigning_day'],1
1011,1011,https://www.bbc.com/tajik/news/2014/09/140917_l16_uighur_trial,140917_l16_uighur_trial,09,2014,news,tajik,l16,l16,uighur_trial,['https://www.bbc.com/persian/world/2014/09/140917_l03_uighur_trial'],1
1014,1014,https://www.bbc.com/tajik/news/2014/09/140917_rm_afghan_parliament_called_security_ministers,140917_rm_afghan_parliament_called_security_ministers,09,2014,news,tajik,rm,rm,afghan_parliament_called_security_ministers,['https://www.bbc.com/persian/afghanistan/2014/09/140917_k03_afghan_parliament_called_security_ministers'],1
1015,1015,https://www.bbc.com/tajik/news/2014/09/140917_rm_yahoo_iran,140917_rm_yahoo_iran,09,2014,news,tajik,rm,rm,yahoo_iran,['https://www.bbc.com/persian/iran/2014/09/140916_u04_yahoo_iran'],1
1018,1018,https://www.bbc.com/tajik/news/2014/09/140916_l16_vid_sami_music,140916_l16_vid_sami_music,09,2014,news,tajik,l16,l16,vid_sami_music,['https://www.bbc.com/persian/arts/2014/09/140915_l42_vid_sami_music'],1
1020,1020,https://www.bbc.com/tajik/news/2014/09/140916_l16_at_us_is_attack,140916_l16_at_us_is_attack,09,2014,news,tajik,l16,l16,at_us_is_attack,['https://www.bbc.com/persian/world/2014/09/140916_at_us_is_attack'],1
1025,1025,https://www.bbc.com/tajik/news/2014/09/140916_if_migrants_money.shtml,140916_if_migrants_money,09,2014,news,tajik,if,if,migrants_money,['https://www.bbc.com/persian/world/2014/09/140916_rm_if_migrants_money'],1
1030,1030,https://www.bbc.com/tajik/news/2014/09/140915_rm_ukraine_military_help.shtml,140915_rm_ukraine_military_help,09,2014,news,tajik,rm,rm,ukraine_military_help,['https://www.bbc.com/persian/world/2014/09/140915_at_ukraine_military_help'],1
1033,1033,https://www.bbc.com/tajik/news/2014/09/140915_rm_sweden_election.shtml,140915_rm_sweden_election,09,2014,news,tajik,rm,rm,sweden_election,['https://www.bbc.com/persian/world/2014/09/140915_u04_sweden_election'],1
1034,1034,https://www.bbc.com/tajik/news/2014/09/140915_rm_kerry_isis_arab_states.shtml,140915_rm_kerry_isis_arab_states,09,2014,news,tajik,rm,rm,kerry_isis_arab_states,['https://www.bbc.com/persian/iran/2014/09/140914_l39_kerry_isis_arab_states'],1
1037,1037,https://www.bbc.com/tajik/news/2014/09/140914_l16_vid_blind.shtml,140914_l16_vid_blind,09,2014,news,tajik,l16,l16,vid_blind,['https://www.bbc.com/persian/science/2014/09/140914_l42_vid_blind'],1
1039,1039,https://www.bbc.com/tajik/news/2014/09/140914_l16_pakistan_ttp_punjabi_talinban_arms_stop.shtml,140914_l16_pakistan_ttp_punjabi_talinban_arms_stop,09,2014,news,tajik,l16,l16,pakistan_ttp_punjabi_talinban_arms_stop,['https://www.bbc.com/persian/world/2014/09/140914_l30_pakistan_ttp_punjabi_talinban_arms_stop'],1
1041,1041,https://www.bbc.com/tajik/news/2014/09/140914_l16_sweden-elections.shtml,140914_l16_sweden-elections,09,2014,news,tajik,l16,l16,sweden-elections,['https://www.bbc.com/persian/world/2014/09/140914_em-sweden-elections'],1
1042,1042,https://www.bbc.com/tajik/news/2014/09/140914_l16_isis_david_haines_beheading_reax.shtml,140914_l16_isis_david_haines_beheading_reax,09,2014,news,tajik,l16,l16,isis_david_haines_beheading_reax,['https://www.bbc.com/persian/world/2014/09/140914_u01_isis_david_haines_beheading_reax'],1
1044,1044,https://www.bbc.com/tajik/news/2014/09/140913_ea_vid_sco_tajik.shtml,140913_ea_vid_sco_tajik,09,2014,news,tajik,ea,ea,vid_sco_tajik,['https://www.bbc.com/persian/world/2014/09/140912_l47_vid_sco_tajik'],1
1045,1045,https://www.bbc.com/tajik/news/2014/09/140913_ea_at_shanghai_co_doucet.shtml,140913_ea_at_shanghai_co_doucet,09,2014,news,tajik,ea,ea,at_shanghai_co_doucet,['https://www.bbc.com/persian/world/2014/09/140912_at_shanghai_co_doucet'],1
